sampleID	genepop_pop	pop	.sample.id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
23-07465,	23-07451,	Pelee_Island	15	0.04840715910082878	0.07469328724475652	0.01774580241583473	0.024727216134236688	-0.03063609833502609	0.1220699502352266	-0.012149381693856577	-0.02882271977630245	0.15787850442565246
23-07467,	23-07451,	Pelee_Island	16	0.01708213391819435	-0.08425486772495794	0.0017548233298564898	0.018865039366652625	0.01959903183158271	0.04788252014130734	-0.05006863500257874	0.007779594641483034	0.0028055878570505156
23-07468,	23-07451,	Pelee_Island	17	-0.0453464437219726	-0.041685946936187324	0.05764856158813616	-0.07044128456185553	-8.266491239649898e-4	0.02735956485129243	-0.057850720860430194	-0.007608715879163591	0.04551486657601274
23-07469,	23-07451,	Pelee_Island	18	-0.0380627489924693	0.04290281314910892	0.03488392191453035	0.01929548286398247	-0.05469412631466314	-0.0877772579422181	-0.010974859113476398	0.0707102960352479	-0.0274423844701186
23-07470,	23-07451,	Pelee_Island	19	-0.024641695919573256	0.03456008132650639	0.028342469152242294	0.03148194519487013	-0.033665965302698275	-0.0470395383527597	-0.01361757109812063	-0.0556089474057101	-0.004711222226326681
23-07471,	23-07451,	Pelee_Island	20	0.011648171470467032	0.13064942671029622	0.008319940482714118	0.06146168451272915	0.06640906744693209	0.018964606785261073	0.02003091308428062	-0.05647798229210557	0.09495849904151633
23-07472,	23-07451,	Pelee_Island	21	-0.023466904348401364	0.023008278545620688	0.041679796300024635	-0.007513128109193107	8.323987984962256e-4	-0.10333814033689939	-0.016858327133807444	-0.034242830956731925	0.028527379694407884
23-07473,	23-07451,	Pelee_Island	22	7.460426194272847e-4	-0.08581030169691012	-0.006999277030510023	-0.06416832769155764	-0.03434879658653188	0.02972998413713157	-0.0019932273324281546	-0.03679923705513892	0.07501446591379157
23-07474,	23-07451,	Pelee_Island	23	0.02261620206422601	0.10093282001229748	0.027712483529739224	-0.03775704615364827	-0.0585455049839412	0.015050483647530644	0.03670370534191139	0.08811555367095295	-0.04119639922754416
23-07475,	23-07451,	Pelee_Island	24	-0.008606379581390372	-0.009688523125073822	-0.11982697220321084	-0.0026448936090210096	0.023160218312763846	-0.0020837948912956657	0.06027617921371148	-0.025357676366244086	-0.0441180112653949
23-07476,	23-07451,	Pelee_Island	25	-0.03753255723535794	-0.03881747765028606	0.0013476931031726326	-0.026392991383902595	-0.02023957521527984	-0.0968416202145501	0.013159870821263936	0.011844989587916022	0.009946728359690613
23-07477,	23-07451,	Pelee_Island	26	-0.09505912931774445	-0.02522533506640496	0.021522653999037456	-0.05323491711728268	0.10664901622545747	0.008682887262731937	-0.05485241730444726	0.04342000951138669	-0.026960259028625415
23-07478,	23-07451,	Pelee_Island	27	0.024665590657183645	-0.011937998739343533	0.0325917099336985	-0.08509721358060332	-1.0200720790024811e-4	0.038685991332935384	0.0015456002874286445	-0.06160201992690645	0.12597265514016898
23-07479,	23-07451,	Pelee_Island	28	-0.06631835933222423	-0.05719265280015422	-0.08251130096712377	-0.04858950221273617	0.03618410777905042	0.07509533026241895	-0.0506383727694647	0.017164628215541045	0.05830592001015625
23-07480,	23-07451,	Pelee_Island	29	0.027865200018809228	-0.02053307088673158	0.014516978079929098	-0.013549041584567899	0.04930898423924689	-0.03687868505463231	0.04628317663676465	-0.02136871634810919	-0.013105025008200377
23-07481,	23-07451,	Pelee_Island	30	-0.027609117039809138	-0.027318765487269633	0.049753510198012336	0.049058230009224366	-0.024148796629238595	-0.0023556798248130723	-0.1158634729236275	0.019502293887887823	0.014933149300561763
23-07482,	23-07451,	Pelee_Island	31	0.02922469254475971	0.050360565320007745	-0.02790354633491428	4.257387643850894e-4	-0.05215971233352986	-0.03328486838395339	-0.0727084812582674	-0.038269862536585264	0.049312968574274904
23-07483,	23-07451,	Pelee_Island	32	0.006624127001768298	0.07673278192339014	-0.036824553269813015	-0.025989300324251806	-0.01720824657520564	-0.04245208691589889	0.0372413536332666	-0.08900315717514852	0.03942469048513994
23-07484,	23-07451,	Pelee_Island	33	-0.02709660899528589	-0.052974656094591996	-0.006422390740706922	-0.08001753458985943	-0.02499193686291269	-0.0023670109667152488	0.04614665425138509	0.05545642813850325	0.035383080336798434
23-07485,	23-07451,	Pelee_Island	34	-0.051536164219847136	-0.021191806863749323	-0.09313048278264464	-0.02289213182475193	5.296958135434168e-5	-0.064943501346413815	-0.04782794760314878	0.10917215444241672	0.02966889041335229
23-07486,	23-07451,	Pelee_Island	35	-0.05236068727158898	0.05624569744146293	-0.002457559445109583	-0.01417704279353477	0.0991406702120124	-0.020847369870902063	0.028918555725360465	-0.11111158579977796	0.0678886551400741
23-07487,	23-07451,	Pelee_Island	36	-0.08679115188848079	-0.05702746610670367	-0.03506601879462852	-6.06730600481438e-5	0.04353002936139865	0.007792154150207172	-0.09691462397239954	-0.07546200613102047	-0.03089221201432885
23-07488,	23-07451,	Pelee_Island	37	0.028093905178535467	0.09961337654938077	0.0637835692926315	-0.047857660200361155	0.0363046237660504	-0.041955992151144324	-0.02252606427309141	-0.06813566055334576	-0.03243134396212227
23-07489,	23-07451,	Pelee_Island	38	0.011686455140760457	0.04515689294250512	0.05126318667923114	-0.10346416100611396	0.013094465445973664	0.0363316194347644	0.010813985102784583	-0.06551733257693605	0.08958753816600581
23-07490,	23-07451,	Pelee_Island	39	-0.014577633551747288	0.04355995369888191	0.006931882303127959	0.07587187135233202	0.058704012256080317	-0.01727902291017779	-0.0971129031985072	-0.00660711011557796	-0.03578914526628564
23-07491,	23-07451,	Pelee_Island	40	-0.045077225377248634	-0.019455435795941306	0.03755432290711518	0.09131991376505681	-0.022504248188780582	-0.09066448011371529	0.04929789652655901	0.021652856785398706	0.038522342286229284
23-07492,	23-07451,	Pelee_Island	41	-0.04990303977355294	-0.020960902821766783	0.08143680953382437	0.01364971016164337	0.020947780790821404	-0.09769426292214854	-0.028789496317131416	0.09518769369143226	-0.011483056569796377
23-07493,	23-07451,	Pelee_Island	42	-0.018815168372949758	-0.04985068344699329	0.06248078265713151	-0.08815760997601572	0.08832222787437716	-0.04659251646426012	0.05356359680553021	0.11728011067492804	0.01798853134359962
23-07494,	23-07451,	Pelee_Island	43	0.008640484013683943	-0.09583169768734685	-0.002761857452662416	-0.02106223627590447	-0.0725002714996632	0.08265537897254846	-0.08571627558444819	-0.03244263391063557	0.009955648557034406
23-07495,	23-07451,	Pelee_Island	44	-0.017351558598202036	0.04056608608001882	-0.07067548209833303	-0.06080445338112617	-0.05826982396840995	0.0053540454763471475	-0.004798404793045891	0.03309091971444488	0.08868531354056879
23-12172,	23-07451,	Pelee_Island	45	0.05163587963075513	0.0400818669926415	-0.05156080637103472	0.0034780753688979813	-0.06980748337447139	0.058807303270858334	-0.003315663459119937	0.05034458706770921	-0.026840991520226738
23-12173,	23-07451,	Pelee_Island	46	-0.021880731943575604	0.030139070096151167	0.02784819824426591	-0.0256006703691733	0.012860594187546053	-0.016729275213797322	-0.03546669020699128	0.015783815439124094	0.020974833464512743
23-12174,	23-07451,	Pelee_Island	47	0.017862753186780163	0.11970580353783276	0.0990174105491093	-0.04991319132874059	0.03607489607157353	-0.01090818288990859	0.03329087360380529	0.00948484693765227	-0.03367399719890403
23-12175,	23-07451,	Pelee_Island	48	-0.04836560581478306	0.013384876197863051	-0.06856195890780441	0.0709515430018685	-0.04402345757491995	0.01960933599350836	-0.012872703400686747	0.05224088452755606	-0.014173105832660519
23-12176,	23-07451,	Pelee_Island	49	0.02348739063727983	-0.08748676304570142	0.035014256137845166	-0.017511923836006058	-0.048294216676643534	0.015050202810316422	0.013925210608259133	-0.055219814763042455	0.06944598078736035
23-12177,	23-07451,	Pelee_Island	50	0.0048469669824251676	-0.03362269838609244	0.08975423517604622	-0.048697016961868414	0.010877646939005742	0.0010416369416074971	0.008116113038852553	0.08222381011985383	-0.028732750871359354
23-12178,	23-07451,	Pelee_Island	51	0.019659981640363065	0.018119529619758185	0.020232994665517645	-0.10956229084212743	-0.05593901220371524	0.09744328761324644	-0.07450620143792731	-0.01815288840715267	0.06922431330331484
23-12179,	23-07451,	Pelee_Island	52	0.033846133707718	0.10939290127738778	0.051248072366246206	-0.04344073283156915	-0.07079531734071955	-0.029550090524198696	0.026807529543905004	-0.02922762063868907	0.05940428584372747
23-12180,	23-07451,	Pelee_Island	53	-8.715299169955678e-4	-0.013882858356905683	-0.03706654011832107	-0.013660759758763998	-0.06778082885055058	0.06650863339025728	0.07452114035486078	0.030221994603154903	-0.0047500229379109265
23-12181,	23-07451,	Pelee_Island	54	-0.06401835579851732	-0.025977478601869105	0.04889308684756803	0.07707669029784178	-0.03335772146056575	-0.03056141952813567	0.037027517122640866	0.05392425185250802	0.042931282294877596
23-12182,	23-07451,	Pelee_Island	55	-0.0328012037004034	-0.04058867840945629	0.016066535753695002	-0.026514446335620504	-0.025175965082362445	-0.0591027090225847	0.03302583258843182	-0.04892252814111503	0.04325559332628444
23-12183,	23-07451,	Pelee_Island	56	0.011730303178513302	0.0150230046939074	-0.046945771654973135	-0.015294743504150962	-0.044885491102997756	-0.06361559201424966	0.015377599659510383	-0.05594884857597888	-0.029463054787134284
23-12184,	23-07451,	Pelee_Island	57	-0.02133514315189984	0.03825300109181256	-0.05734872887293418	-0.07944981930550404	0.0841885387933853	0.04593299012285514	-0.00608627206249791	0.06834815153760528	0.023635366020500606
23-12185,	23-07451,	Pelee_Island	58	0.052070690964713603	-0.004831271348192082	0.015814060808130467	-0.0802621256409213	0.05042875997467327	0.058438497647765826	-0.05626436512122685	0.02941549043534559	0.020488704556339846
23-12186,	23-07451,	Pelee_Island	59	0.00648735807297707	-0.006543784664558059	0.021087417889572257	-1.0719853323531964e-4	0.027962945442825893	0.014171975439241438	-0.07240280403518687	0.01453623169285922	0.013083744898225436
23-12187,	23-07451,	Pelee_Island	60	-0.018302790754946726	-0.004056076681700462	0.016344336326460644	-0.026018373805736593	-0.02676501458573197	-0.006999866847746042	0.039988269148007426	-0.014204708020087501	-0.022990062825239313
23-12188,	23-07451,	Pelee_Island	61	-0.07318253854734988	-0.037449959424700176	-0.05151457098456641	0.05098531790391108	-0.01504279989330603	-0.07216251398377993	-0.012278176688279274	0.043524674191271845	-0.020026363394959765
23-12189,	23-07451,	Pelee_Island	62	-0.05730366273403114	-0.013158624781255152	0.022523729382887762	0.052841071662477784	-0.024864509779455625	0.02705522655024428	-0.03911010216510866	0.03784403278188588	-0.004116587779827197
23-12190,	23-07451,	Pelee_Island	63	0.01711015038261068	0.1372160591761149	0.0074380187910782726	0.13923762078198818	0.051068943281706865	-0.013110299626677858	-0.058625005718468404	0.0325901003362129	0.09390311347283288
23-12191,	23-07451,	Pelee_Island	64	-0.042024952977926786	0.0475488485910261	0.004829277293157176	0.09374578255647925	0.052282032440606536	-0.0019740011692467637	-0.07431393743679145	-0.057639413173994514	-0.003245723949767694
23-12192,	23-07451,	Pelee_Island	65	-0.010502931998671193	0.01781542009930925	-0.09909362081409971	0.05496795783797294	-0.036125010394636496	-0.07834685166366294	0.041774636569810474	0.011145132893490608	0.018721179804276296
23-12193,	23-07451,	Pelee_Island	66	-0.00883755993027623	-0.06360082569988643	-0.01093258131491287	-0.08291696412989952	6.267664977599778e-4	-0.0033516864774545173	-0.020143854048371768	0.05287236646722556	0.0016050744413673053
23-12194,	23-07451,	Pelee_Island	67	-0.007066293656906319	-0.018540203694169043	0.029014398210862206	-0.014134069386877226	-0.06700157252557407	-0.003727281795593167	-0.026919042857145387	-0.10666379398691138	0.05462746283520459
23-12195,	23-07451,	Pelee_Island	68	-0.007627915668840167	-0.05855250808764655	0.03029317019535217	0.0019718744980408752	-0.07319630327266136	-8.644531559633635e-4	-0.016326902814295732	-0.044925205027194916	0.024777453234406045
23-12196,	23-07451,	Pelee_Island	69	-0.016549400951553824	0.016451510913146856	-0.05732556156065574	-0.027057802731065228	-0.0631266865625119	-0.052209419095678625	-0.022584318330290135	0.05539682951433227	0.0963909467902454
23-12197,	23-07451,	Pelee_Island	70	0.02110077139125489	-8.486846642038578e-4	-0.023489983303386034	0.03488204170428211	0.021224830134576652	0.06653329945793231	-0.1582361100218875	-0.05640611752842567	0.05777281965537566
23-12198,	23-07451,	Pelee_Island	71	-0.02452043313815724	0.01496841502199124	-0.08077449278888356	0.04938094435970399	-0.0716899535844143	-0.0017109833705838875	-0.055425043800532293	0.054733547352045595	-0.1033055509668489
23-12199,	23-07451,	Pelee_Island	72	0.012869557325097125	-0.059932988446178066	0.06693200588859721	0.04921966597236642	0.01707164035143639	-0.04564109740676383	-0.026120759742329344	-0.03485074365650377	0.013050497523044362
23-12200,	23-07451,	Pelee_Island	73	-0.013913650261491658	0.00494128607307537	4.4993226643846623e-4	-0.044646494612339604	0.03652933219089786	0.04233089786999658	0.045250489983522435	-0.037496720673410464	-0.015959883918319998
23-12101,	23-12101,	Maumee_Bay	74	-0.0028092072331671776	0.1257408084970678	-0.1297929310729768	0.02601973675943908	-0.04275105234745116	-0.023282527221207397	0.024826579216679412	0.0331173199322762	0.0752090944939356
23-12102,	23-12101,	Maumee_Bay	75	-0.03336663828299932	0.01476094535686753	-0.10790230869892643	0.02004574729694924	0.03747638375217766	0.03570806917994524	0.04315784208518348	0.007346420880499185	0.023795743711622696
23-12103,	23-12101,	Maumee_Bay	76	0.0244105179662438	0.006896230450368833	-0.03189804385792403	0.0774481823595819	-0.0344542226208191	0.11747444575391676	-0.04761327486809926	0.03846764167200832	0.07057718266099446
23-12104,	23-12101,	Maumee_Bay	77	0.008611482278147198	4.3165559138422395e-4	-0.031967548159442166	-0.03440090380708444	-0.01740649905125937	0.04345949026286857	-0.0276068285679623	-0.05713410315319282	0.11554381802569068
23-12105,	23-12101,	Maumee_Bay	78	-0.01428798995741912	-0.048784287866359105	0.0596978985460875	-0.08053720921438166	-0.03589375355640628	-0.020534778964087175	-0.043255703609221485	0.011512875825648453	0.06802769004443866
23-12106,	23-12101,	Maumee_Bay	79	-0.002507933463545808	0.019564694591182694	-0.03364049482047093	-0.007310176371331647	-0.06648333980310649	0.05862540123899425	-0.07052721615078089	0.07129825847367677	-0.002568635969658343
23-12107,	23-12101,	Maumee_Bay	80	0.04145824831211532	-0.049441143180137655	0.06863505095348832	-0.016179351247621522	-0.05708622675351115	-0.018845746630475477	-0.005610120762352683	-0.0013363121103110746	-0.013558618193664065
23-12108,	23-12101,	Maumee_Bay	81	0.04492530249850532	0.022079943471825385	0.006669312886351794	-0.1094423424726255	-0.013478992328551816	0.04489343759495528	-0.04534265600324734	0.12977793812998836	-0.035581276306242984
23-12109,	23-12101,	Maumee_Bay	82	-0.0690863895620271	-0.04384534984438657	-0.009706355283197939	0.05098258157139968	0.06572646025578555	0.008380879093491155	0.04286201093562127	-0.011850962851036784	0.08351519510737561
23-12110,	23-12101,	Maumee_Bay	83	-0.02741906065742423	0.07790100406350099	-0.010227109995183689	0.0066114634731277355	-0.057269775750001375	0.0046877688364144795	-5.577437007360162e-4	0.09350379321673112	0.009238157978254842
23-12111,	23-12101,	Maumee_Bay	84	-0.010296044987205199	0.00497483853833237	-0.04172347846335405	0.03694344464581965	-0.10961798587572588	0.014921570771905234	-0.06602815035300268	0.0745461991783589	0.03909897821962369
23-12112,	23-12101,	Maumee_Bay	85	0.024816052711564767	4.036925134120793e-4	0.024489957564630828	-0.014785437468957746	-0.022090600137609925	-0.05484069069556097	0.07015049341851878	-0.015570468664564978	-0.07231498512295396
23-12113,	23-12101,	Maumee_Bay	86	-0.034313004567512774	0.010752404978569309	0.0012770826115264698	-0.001480363378275574	-0.029997768070156673	6.501601808270076e-4	-0.0665229501101625	-0.09878224171066871	0.005490380716051523
23-12114,	23-12101,	Maumee_Bay	87	-0.011349513161945433	-0.0814907263733687	-0.08204849246070577	0.038133429194321077	0.0444430015277701	0.020198904200188845	-0.02482040641868478	0.0044889609597743	-0.06017571110265414
23-12115,	23-12101,	Maumee_Bay	88	-0.02248857635320698	-0.03482148704385669	0.01248091946021862	-0.020134242381998478	-0.034383956822191496	-0.05435266549269567	0.04286730206223412	0.026959552452881896	-0.06017153330836017
23-12116,	23-12101,	Maumee_Bay	89	-0.04142830092693454	-0.0745671056236928	-0.014556044563821334	0.008878680734919884	-0.01679937908380618	-0.02486989585193149	0.02661765100959353	-0.0811853574597348	0.12283321684229939
23-12117,	23-12101,	Maumee_Bay	90	-0.024793713057197613	-0.026610232111236698	0.027746799983363626	-0.03989221692585361	-0.0024271547871331954	-9.045462513630192e-4	-0.0359977856594397	0.08135683295925328	-0.007419750207701217
23-12118,	23-12101,	Maumee_Bay	91	-0.02462153683560921	0.04287668354981354	0.03176074003161025	-0.02461391277585528	0.009875557912286186	-0.02607287342629266	-0.04912518116176212	-0.09624225530660233	-0.009332431868869662
23-12119,	23-12101,	Maumee_Bay	92	0.020448809365766346	-0.09521686630293066	-0.03699424767332046	-0.027059124978747993	0.0052921208883761565	0.012723490035670504	0.0344594272419454	-0.03200886437302405	0.057056430571987185
23-12120,	23-12101,	Maumee_Bay	93	-0.017570997538619924	0.10284232433206802	-0.09190155123060213	-0.014492874194378105	-0.005723587676213672	0.009867478780763968	0.08954965613044355	-0.04700460701829536	0.0742516978698094
23-12121,	23-12101,	Maumee_Bay	94	-0.02579874580018921	0.09037325441545066	0.058495378394950656	-0.024377634652404345	-0.08841420735471353	0.09483485078863925	0.028354979539952717	0.05442772085409453	0.08873749118840243
23-12122,	23-12101,	Maumee_Bay	95	0.01130311306292522	0.004531017867153495	0.12782152282328374	0.007313928043819104	-0.00926649956588619	-2.040122285300115e-6	-0.02465027395837475	0.128165572541729	0.04971546740155252
23-12123,	23-12101,	Maumee_Bay	96	0.007084312611634012	0.033025152064208245	0.14848902206364561	0.04873073893762621	0.011913587539587937	-0.04681325039034734	0.01772698667912827	-0.04435007878762448	0.03454763429812905
23-12124,	23-12101,	Maumee_Bay	97	-0.020919642282460592	-0.062487578226034256	-0.025937403138598186	0.10637585204870831	-0.044960496791646626	0.0801450285545968	0.08428019449016984	-0.008408083466983931	-0.03801360730797592
23-12125,	23-12101,	Maumee_Bay	98	0.008727929689464438	0.020030385379787127	0.07136932735060651	-0.024067463164987164	-0.047599385894331166	0.1080022387928276	0.056884857906537994	-4.573710373845132e-4	-2.0292679519707223e-4
23-12126,	23-12101,	Maumee_Bay	99	-0.015576981682836005	-0.0662663160760077	0.12117795456519867	-0.07966417735426524	0.04446344964815724	0.06940229044239614	0.012580130559674278	0.029116657083255712	0.021055159698414587
23-12127,	23-12101,	Maumee_Bay	100	-0.039545573089476455	-0.06171858633233027	0.1041156441998826	0.04566632954044203	-0.0073108798705448725	0.044816769940155016	-0.017782578776981355	0.0022886966363135286	0.0561061286618586
23-12128,	23-12101,	Maumee_Bay	101	-0.021510435681488818	0.03724773813009498	-0.03314659961764089	0.12619494252428445	0.024780971606729152	0.0022895071278655303	-0.007034077411426316	0.09595446386290288	-0.08237693673475682
23-12129,	23-12101,	Maumee_Bay	102	0.01181582461713887	-0.02438175180475154	-0.0019196087751367104	-0.01897666999621445	0.04167764530992033	-0.0535854132398396	-0.017798308518131162	-0.012088616843411223	0.03500155502545165
23-12130,	23-12101,	Maumee_Bay	103	-0.018323390229282657	-0.010066558131018035	-0.03507221465290919	0.046532622490875815	-0.010713171089242147	-0.04653853755265123	-0.08253416753302822	-0.08975942991011827	0.010307876967916577
23-12131,	23-12101,	Maumee_Bay	104	0.017819460814345617	-0.0026662131821467536	0.06619964249481872	-0.03021067803442987	-0.021873863264732504	-0.04061564648880543	-0.06264478600764559	-0.05666829543115551	0.02451480497688656
23-12132,	23-12101,	Maumee_Bay	105	-0.0012538224679549442	0.03424558078635191	-0.06439515068751626	3.8759263270002694e-4	2.8117955668365837e-4	0.06563783130989063	-0.13387910245042003	-0.027999726991335287	0.00957334298853643
23-12133,	23-12101,	Maumee_Bay	106	-0.027040972676976353	0.0012139184282741805	-0.08542360774166484	-0.0060409980945294196	0.01688837054813354	0.030792457603750746	-0.04282021103713302	-0.044060658717383024	-0.021191897444210055
23-12134,	23-12101,	Maumee_Bay	107	-0.0314270799177916	-0.03895964465354458	-0.05008139905072333	-0.029665414629219705	-0.04717774828780044	0.011821592188664971	0.010478165213197848	2.303204568402194e-4	0.048936713734266606
23-12135,	23-12101,	Maumee_Bay	108	-0.007067504301926913	0.002391840222509692	-0.058458788442310394	-0.030301168553704953	-0.04716477026966562	0.06423813854378127	-0.051533778701268296	-0.028137567975270443	0.0629013658485307
23-12136,	23-12101,	Maumee_Bay	109	-0.029429127779530124	-0.008082534315235264	0.0135318420574775	-0.014476055478703023	-0.046356501343930885	-0.09901332398983477	0.028749363264950013	0.12444402874675053	0.09146500228602387
23-12137,	23-12101,	Maumee_Bay	110	-0.046784520316404885	0.030056899491390014	0.014011600776171836	0.020134718610737273	-0.026795357717438323	-0.10949587791884507	-0.02746027770290132	0.027172406535486252	0.05688779950426068
23-12138,	23-12101,	Maumee_Bay	111	0.02476575129302349	-0.08728722761525452	-0.017002442945125613	-0.05428213136306726	-0.105832536827874	-0.05844923618003148	-0.03971812576460071	-0.01994137535958666	0.0372305241780918
23-12139,	23-12101,	Maumee_Bay	112	0.026003834509043543	0.10278051912404348	-0.10900871878846209	0.04351944811920886	-0.04343447796344537	-0.01939427887363902	-0.04142058931963152	0.03613343326678935	0.027203988615904135
23-12140,	23-12101,	Maumee_Bay	113	0.0247018981213883	-0.01860232507105582	-0.05455807835365721	-0.0010709638287238184	-0.07128168184506799	0.04146461410150568	0.03452089073897803	0.08357775895506434	0.060039398817406484
23-12141,	23-12101,	Maumee_Bay	114	0.07713610189460585	0.06949362424005474	0.008814062985799873	-0.02789594158065552	-0.08035991130577329	-0.07040957381905574	0.04602125213918875	0.023429498888491444	0.01061008604638504
23-12142,	23-12101,	Maumee_Bay	115	-0.04174067322445747	-0.05525418877401172	0.12414666005050215	0.054184638999899816	0.10647028759733765	-0.060064990299076686	0.005765410763311062	-0.04264447071776545	-0.0014900012004342364
23-12143,	23-12101,	Maumee_Bay	116	0.010707330878078729	0.022995410113811496	-0.03061787676005619	0.008999060467893165	-0.004498071682953528	0.04769057560412137	0.07140934762860986	0.011281798488633407	0.15956521511147115
23-12144,	23-12101,	Maumee_Bay	117	0.004158972772809207	0.03296068601557756	0.022521784122886884	0.04163401825482209	0.028040869070330123	0.03835060976805373	0.07156094018974635	-0.042519165294326956	0.08064208440518239
23-12145,	23-12101,	Maumee_Bay	118	-0.009324054260374826	-0.062342472506071694	0.05708817510808606	-0.016003297593903835	-0.07995929120055675	-0.03065573078805271	-0.02633272650527755	-0.03092364591780292	0.03731573518414848
23-12146,	23-12101,	Maumee_Bay	119	0.015991254051558577	0.0047768049215000125	0.01623048089947887	-0.009419371148808484	-0.08305425173025728	-0.030467164566487556	-0.06112519794660651	-0.1156029513062877	0.028302153617695204
24-12061,	23-12101,	Maumee_Bay	120	-0.017122641456320534	0.12152259007482799	0.04918284790788005	0.07888648492468796	0.05253037266994919	-0.019842528973709223	0.10954954299401168	0.12218887264947263	-0.008466165863781683
24-12062,	23-12101,	Maumee_Bay	121	-0.0026819539494215335	-0.004770082407934195	0.05911753143928031	0.09015779601924803	-0.046192504058844785	0.2219973329371447	-0.0036426298377923837	-0.05014931868066585	0.04146709198808417
24-12063,	23-12101,	Maumee_Bay	122	0.0535559355113637	-0.0207774815279996	0.0432675828068735	-0.060501857877116504	-0.011639918564786432	-0.08861177385382316	0.0336812559982621	-0.05854878729156223	-0.06879937343337826
24-12064,	23-12101,	Maumee_Bay	123	-0.07869907851954792	0.05130000711391581	0.03851789901862754	0.026050138514818605	0.12236659392051857	-0.07770147113911492	-0.02474104277681346	-0.04222095876113455	-4.378144397565384e-4
24-12065,	23-12101,	Maumee_Bay	124	0.00215485670644414	0.020217715202833664	-0.023597882968012872	-0.043734584432640514	-0.018807587278938345	0.12184984119485898	-0.034021484001984216	-0.035753865168149955	-3.4189104963527894e-5
24-12066,	23-12101,	Maumee_Bay	125	-6.833126035682167e-4	0.026837895548104288	-0.055146328963189925	-0.05447712645423463	-0.03261160528287467	-0.040951060946709875	0.047494929633439556	-0.102370806714206	0.07452547772440754
24-12067,	23-12101,	Maumee_Bay	126	-0.00417869820122087	0.012037641115761374	-0.00929619469911622	-0.054658924692769104	0.04723379371084094	0.042694300256658574	0.027847398087686222	-0.011456690312692142	-0.03543016210673317
24-12068,	23-12101,	Maumee_Bay	127	0.009788904310686049	0.11163433476374796	0.046423822546055045	-0.00647367493120116	0.03461489784613171	-0.07546291553250686	-0.04917062367563002	0.02218212894530923	-0.06988314353647093
