sampID	pop	.sample.id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
MB_24-12073	MB	84	0.0655801784764901	0.019920566196220357	0.08420271579444182	-0.035770423078442325	-0.013203461808358605	0.013276331001827478	0.011011626985838303	-0.029972122872467366	0.057552480174743306	0.019597887453253377
MB_24-12077	MB	85	0.030377225542839163	-0.0332803172382906	0.013664993876372579	-0.008371512885392231	-0.020605024398005323	0.0067108540478701545	0.019985902932729723	0.0294546772277662	0.02471023565288137	0.004572123424062827
MB_24-12079	MB	86	-0.005197755464729442	-0.05662478663915013	0.014165216580755318	0.04256711111471563	-0.03838771632666878	-0.014365326874373259	-0.01574764677911642	-0.0027015876661063004	0.026664837177417664	-0.13453321959574974
MB_24-12080	MB	87	-0.020069607292886846	-0.0970837472596011	-0.06741420122156835	0.0519803502908588	-0.01872362337309243	-0.023646254222161253	-0.0011408841840615056	0.02501433304778004	0.0023713848272112164	-0.09424015895436855
MB_24-12083	MB	88	-0.0015242809350200176	-0.01867044244778235	7.655171920393057e-4	0.035467547094452524	-0.009777524990350556	0.01909521613570876	0.023101217497708902	0.048372618451648926	0.02371976826833355	-0.07841685228943332
MB_24-12091	MB	89	0.01776102931196077	-0.00972049192873558	0.02285932068518307	-0.007459920389969839	9.322556838747188e-4	0.004316686812819688	0.04497440356840325	0.02034888827765024	0.008946771501062782	0.017306971445411042
NR_24-00931	NR	90	0.018031641368428386	0.0054972645896893034	0.014478015806905302	0.003887779807853985	0.00787359774231763	-0.01691414101333502	0.03111210361515676	0.012132693890665621	-0.005107322096813119	-0.025478084679894188
NR_24-00932	NR	91	-0.03752364552443386	0.024214023586248027	0.03129031279453418	-0.00215389504562719	-0.04459656224001314	-0.042166679729962596	-0.06558295454609554	0.026200501149864407	0.0631940488263873	0.056336599160777115
NR_24-00933	NR	92	0.051022344803287926	-0.0057959638027648185	0.021077970795007922	-0.06901674633800352	-0.06892802993338029	-0.05705754722957112	0.13073189726570694	0.157630978427362	-0.05356161315764754	-0.07241297535663908
NR_24-00934	NR	93	0.046257867089627994	-0.02951993278571554	0.06864986453337227	0.046473183063574786	0.03284762772850942	-0.11878669290989505	0.34071738511399385	0.24623785994785374	-0.13087171296913971	-0.20183996894381143
NR_24-00935	NR	94	0.026434860765064475	-0.02210646932483077	0.04998920057113788	-2.600247695535451e-4	-0.0011667983462877445	-0.043725573265413716	0.0882750730017529	0.0700359131493054	-0.04012821355227109	0.030265481162956694
NR_24-00936	NR	95	0.058806881579112756	-0.004534443633140517	-0.006710630368685628	-0.02771508286822779	-0.09578413255312479	0.019259061752080617	0.0012096129854996009	0.02383080387396205	-0.03584662220793692	-0.008444272682110251
NR_24-00937	NR	96	0.07183881608850873	0.0017869657248207405	0.056808471533496566	-0.046441089558759564	0.031484593381617146	-0.005020841052854347	0.1485785516129502	0.15995078472928373	0.03414201072084189	-0.03967218758001755
NR_24-00938	NR	97	0.08308753146577191	0.01161194808922081	0.12413851363402365	0.01128914557371415	0.028825406240557256	-0.10700473181824682	0.31163909904487747	0.21528575876388736	-0.11243824291997828	-0.16121151782863274
NR_24-00939	NR	98	0.06099561019926903	-0.014111831304806843	0.007188867443161636	-0.015783225064347213	-0.01238764747845517	-0.014803091043483506	-0.03447887758433734	-0.023578479118404452	-0.02855508910667561	-0.08308826960515737
NR_24-00940	NR	99	-0.010833581789192042	-0.007212782485602148	0.01126442301712633	0.01350516252358935	-0.030247599750106057	-0.026743370720619056	-0.008252511749687646	0.008256837955187633	-9.711206203817224e-4	0.026094730733894057
NR_24-00941	NR	100	0.07636562741463321	-0.0023936709577398294	0.02206583846222072	-0.08812582295922511	-0.014113237264534185	-0.012283383095713609	-0.1500516383940721	0.04027123860065366	-5.650354232872501e-4	0.1224794689931402
NR_24-00942	NR	101	0.05271725020103611	-0.051256879616937916	-0.059249179262006846	-0.008290473400549147	0.003410714105143778	-0.0055029439930328085	-0.049206132258105245	0.00753036652249166	0.0019319184733137835	-0.0029351944350166467
NR_24-00947	NR	102	0.04697334079783004	-0.032175553321198556	-0.007113579784912551	-0.04182809652407873	-0.06763346982841095	-0.06343183354682312	-0.15928305187857605	-0.03299431594502379	-0.02980380531047981	-0.0783973596963158
NR_24-00948	NR	103	0.02341408743165373	-0.0013929473855351425	0.032118268050745684	0.04886820181204432	-0.02466047231579166	-0.03865468493667858	-0.05917168780331346	-0.017774509435512176	-0.019487566510568065	0.06914706068029691
NR_24-00949	NR	104	-0.022420722272473034	0.02093902762221325	0.05803644279338183	0.1899371756733152	0.5474714732699609	-0.20994872239002307	-0.10080764338228079	-0.04122984768861869	-0.10088186005815211	0.02306909470068523
NR_24-00950	NR	105	0.05720614683243425	0.004699377954381673	0.01904173269511848	-0.030160207731099363	0.014164340068125465	-0.012311136886655784	-0.004628369740689045	0.04758365650327252	-0.01650062211715477	0.030052782272624354
NR_24-00951	NR	106	0.050122392227060254	-0.028419999206956512	-0.061202163009790575	0.025191157535907713	0.03940623473924776	0.03382964477740032	-0.04224760246640254	0.05055032017888789	-0.050060671347669214	-0.04014403479508795
NR_24-00952	NR	107	0.039670202052261086	-0.024668125248078165	-0.09497292614885779	0.04302305805022027	0.06057237816995901	0.06608265803641779	-0.07600495636281077	0.058382999000141926	-0.07993077994709341	-0.010802283939455258
NR_24-00953	NR	108	0.031027887515173904	-0.050559428053091826	-0.10965563248209048	0.046180062633666585	0.05395019839491473	0.06946110545711606	-0.05631500178636118	0.026572512197537333	-0.07346878165932193	0.001042396341464039
